hs16 151    175 0.014
hs16 233026 233050 0.028
hs16 233051 233075 0.028
hs16 233076 233100 0.028
hs16 233101 233125 0.028
hs16 233126 233150 0.028
hs16 233476 233500 0.028
hs16 233501 233525 0.028
hs16 233526 233550 0.028
hs16 234326 234350 0.028
hs16 234351 234375 0.028
hs16 234376 234400 0.055
hs16 234401 234425 0.028
hs16 234426 234450 0.055
hs16 234451 234475 0.055
hs16 234476 234500 0.083
hs16 234501 234525 0.055
hs16 234526 234550 0.055
hs16 234551 234575 0.028
hs16 234576 234600 0.028
hs16 234851 234875 0.055
hs16 234876 234900 0.055
hs16 234901 234925 0.055
hs16 234951 234975 0.028
hs16 234976 235000 0.028
hs16 235001 235025 0.028
hs16 235051 235075 0.055
hs16 235076 235100 0.055
hs16 235101 235125 0.055
hs16 235276 235300 0.028
hs16 235301 235325 0.028
hs16 235326 235350 0.028
hs16 235351 235375 0.028
hs16 235376 235400 0.055
hs16 235401 235425 0.055
hs16 235426 235450 0.055
hs16 235451 235475 0.028
hs16 235476 235500 0.055
hs16 235501 235525 0.028
hs16 235526 235550 0.055
hs16 235551 235575 0.028
hs16 235576 235600 0.028
hs16 235801 235825 0.028
hs16 235826 235850 0.028
hs16 235851 235875 0.028
hs16 235876 235900 0.028
hs16 235901 235925 0.028
hs16 235926 235950 0.028
hs16 236576 236600 0.003
hs16 236601 236625 0.003
hs16 236626 236650 0.003
hs16 236701 236725 0.028
hs16 236726 236750 0.028
hs16 236751 236775 0.028
hs16 236801 236825 0.028
hs16 236826 236850 0.028
hs16 236851 236875 0.055
hs16 236876 236900 0.028
hs16 236901 236925 0.028
hs16 236951 236975 0.028
hs16 236976 237000 0.083
hs16 237001 237025 0.083
hs16 237026 237050 0.055
hs16 237051 237075 0.028
hs16 237076 237100 0.028
hs16 237101 237125 0.028
hs16 237351 237375 0.028
hs16 237376 237400 0.028
hs16 237401 237425 0.028
hs16 237476 237500 0.028
hs16 237501 237525 0.028
hs16 237526 237550 0.028
hs16 237551 237575 0.028
hs16 237576 237600 0.028
hs16 237601 237625 0.028
hs16 237826 237850 0.028
hs16 237851 237875 0.028
hs16 237876 237900 0.028
hs16 237951 237975 0.054
hs16 237976 238000 0.054
hs16 238001 238025 0.054
hs16 238051 238075 0.028
hs16 238076 238100 0.082
hs16 238101 238125 0.082
hs16 238126 238150 0.054
hs16 238251 238275 0.082
hs16 238276 238300 0.138
hs16 238301 238325 0.221
hs16 238326 238350 0.166
hs16 238351 238375 0.11
hs16 238376 238400 0.054
hs16 239376 239400 0.055
hs16 239401 239425 0.055
hs16 239426 239450 0.055
hs16 239501 239525 0.028
hs16 239526 239550 0.028
hs16 239551 239575 3.057
hs16 239576 239600 3.409
hs16 239601 239625 3.138
hs16 239626 239650 0.785
hs16 239651 239675 2.787
hs16 239676 239700 0.028
hs16 239701 239725 0.028
hs16 240226 240250 0.028
hs16 240251 240275 0.055
hs16 240276 240300 0.055
hs16 240301 240325 0.028
hs16 240326 240350 0.028
hs16 240351 240375 0.028
hs16 240376 240400 0.028
hs16 240551 240575 0.028
hs16 240576 240600 0.055
hs16 240601 240625 0.055
hs16 240626 240650 0.028
hs16 240651 240675 0.028
hs16 240676 240700 0.028
hs16 240701 240725 0.028
hs16 240751 240775 0.028
hs16 240776 240800 0.055
hs16 240801 240825 0.055
hs16 240826 240850 0.028
hs16 240851 240875 0.028
hs16 240876 240900 0.028
hs16 240901 240925 0.028
hs16 241001 241025 0.028
hs16 241026 241050 0.028
hs16 241051 241075 0.028
hs16 241126 241150 0.028
hs16 241151 241175 0.028
hs16 241176 241200 0.028
hs16 242376 242400 0.028
hs16 242401 242425 0.028
hs16 242426 242450 0.028
hs16 242601 242625 0.028
hs16 242626 242650 0.028
hs16 242651 242675 0.028
hs16 242701 242725 0.028
hs16 242726 242750 0.028
hs16 242751 242775 0.028
hs16 243126 243150 0.028
hs16 243151 243175 0.028
hs16 243176 243200 0.028
hs16 243226 243250 0.028
hs16 243251 243275 0.028
hs16 243276 243300 0.028
hs16 243851 243875 0.028
hs16 243876 243900 0.028
hs16 243901 243925 0.055
hs16 243926 243950 0.028
hs16 243951 243975 0.028
hs16 244051 244075 0.028
hs16 244076 244100 0.028
hs16 244101 244125 0.028
hs16 244151 244175 0.028
hs16 244176 244200 0.028
hs16 244201 244225 0.028
hs16 244276 244300 0.028
hs16 244301 244325 0.028
hs16 244326 244350 0.028
hs16 244401 244425 3.463
hs16 244426 244450 3.244
hs16 244451 244475 1.155
hs16 244476 244500 0.385
hs16 244501 244525 0.303
hs16 244526 244550 0.248
hs16 244551 244575 0.413
hs16 244576 244600 0.44
hs16 244601 244625 0.385
hs16 244626 244650 0.605
hs16 244651 244675 0.632
hs16 244676 244700 0.715
hs16 244751 244775 0.028
hs16 244776 244800 0.028
hs16 244801 244825 0.028
hs16 245051 245075 0.028
hs16 245076 245100 0.028
hs16 245101 245125 0.028
hs16 245551 245575 0.055
hs16 245576 245600 0.083
hs16 245601 245625 0.083
hs16 245626 245650 0.055
hs16 245651 245675 0.055
hs16 245676 245700 0.111
hs16 245701 245725 0.083
hs16 245726 245750 0.055
hs16 245901 245925 0.055
hs16 245926 245950 0.055
hs16 245951 245975 0.055
hs16 246001 246025 0.028
hs16 246026 246050 0.028
hs16 246051 246075 0.028
hs16 246151 246175 0.028
hs16 246176 246200 0.055
hs16 246201 246225 0.055
hs16 246226 246250 0.028
hs16 246451 246475 0.028
hs16 246476 246500 0.028
hs16 246501 246525 0.028
hs16 246576 246600 0.028
hs16 246601 246625 0.083
hs16 246626 246650 0.083
hs16 246651 246675 0.055
hs16 246876 246900 0.028
hs16 246901 246925 0.028
hs16 246926 246950 0.028
hs16 246976 247000 0.055
hs16 247001 247025 0.083
hs16 247026 247050 0.083
hs16 247051 247075 0.028
hs16 247101 247125 0.055
hs16 247126 247150 0.055
hs16 247151 247175 0.055
hs16 247301 247325 0.004
hs16 247326 247350 0.004
hs16 247351 247375 0.004
hs16 247401 247425 0.028
hs16 247426 247450 0.055
hs16 247451 247475 0.055
hs16 247476 247500 0.055
hs16 247501 247525 0.055
hs16 247526 247550 0.055
hs16 247551 247575 0.028
hs16 247626 247650 0.028
hs16 247651 247675 0.028
hs16 247676 247700 0.028
hs16 248276 248300 0.014
hs16 248301 248325 0.028
hs16 248326 248350 0.028
hs16 248351 248375 0.014
hs16 248476 248500 0.028
hs16 248501 248525 0.028
hs16 248526 248550 0.028
hs16 248851 248875 0.028
hs16 248876 248900 0.028
hs16 248901 248925 0.028
hs16 248951 248975 0.028
hs16 248976 249000 0.028
hs16 249001 249025 0.055
hs16 249026 249050 0.028
hs16 249051 249075 0.028
hs16 249251 249275 0.028
hs16 249276 249300 0.028
hs16 249301 249325 0.028
hs16 249326 249350 0.028
hs16 249351 249375 0.05
hs16 249376 249400 0.05
hs16 249401 249425 0.028
hs16 249426 249450 0.028
hs16 249451 249475 0.028
hs16 249476 249500 0.028
hs16 249501 249525 0.629
hs16 249526 249550 0.742
hs16 249551 249575 1.105
hs16 249576 249600 1.378
hs16 249601 249625 0.028
hs16 249751 249775 0.028
hs16 249776 249800 0.028
hs16 249801 249825 0.028
hs16 249851 249875 0.028
hs16 249876 249900 0.028
hs16 249901 249925 0.028
hs16 249976 250000 0.912
hs16 250001 250025 1.071
hs16 250026 250050 0.72
hs16 250051 250075 0.799
hs16 250076 250100 1.015
hs16 250101 250125 1.185
hs16 250126 250150 1.355
hs16 250151 250175 1.049
hs16 250176 250200 0.164
hs16 250201 250225 0.13
hs16 250226 250250 0.221
hs16 250251 250275 0.164
hs16 250276 250300 0.13
hs16 250301 250325 0.028
hs16 250326 250350 0.083
hs16 250351 250375 0.111
hs16 250376 250400 0.111
hs16 250401 250425 0.028
hs16 250426 250450 0.055
hs16 250451 250475 0.055
hs16 250476 250500 0.055
hs16 250526 250550 0.028
hs16 250551 250575 0.028
hs16 250576 250600 0.028
hs16 250626 250650 0.028
hs16 250651 250675 0.028
hs16 250676 250700 0.028
hs16 250701 250725 0.028
hs16 250726 250750 0.028
hs16 250751 250775 0.028
hs16 250876 250900 0.055
hs16 250901 250925 0.055
hs16 250926 250950 0.055
hs16 250976 251000 0.028
hs16 251001 251025 0.055
hs16 251026 251050 0.055
hs16 251051 251075 0.028
hs16 251076 251100 0.055
hs16 251101 251125 0.055
hs16 251126 251150 0.055
hs16 251401 251425 1.127
hs16 251426 251450 1.19
hs16 251451 251475 1.326
hs16 251476 251500 0.823
hs16 251501 251525 0.488
hs16 251526 251550 0.028
hs16 251551 251575 0.028
hs16 251576 251600 0.028
hs16 251601 251625 0.049
hs16 251626 251650 0.028
hs16 251651 251675 0.028
hs16 251701 251725 0.028
hs16 251726 251750 0.028
hs16 251751 251775 0.049
hs16 251776 251800 0.028
hs16 251801 251825 0.101
hs16 251826 251850 0.08
hs16 251851 251875 0.08
hs16 251876 251900 0.028
hs16 251901 251925 0.08
hs16 251926 251950 0.08
hs16 251951 251975 0.049
hs16 252001 252025 0.028
hs16 252026 252050 0.028
hs16 252051 252075 0.049
hs16 252076 252100 0.028
hs16 252101 252125 0.551
hs16 252126 252150 0.604
hs16 252151 252175 0.687
hs16 252176 252200 0.572
hs16 252201 252225 0.52
hs16 252226 252250 0.08
hs16 252251 252275 0.101
hs16 252276 252300 0.08
hs16 252301 252325 0.08
hs16 252326 252350 0.049
hs16 252351 252375 0.049
hs16 252376 252400 0.028
hs16 252401 252425 0.049
hs16 252426 252450 0.544
hs16 252451 252475 0.772
hs16 252476 252500 0.796
hs16 252501 252525 0.796
hs16 252526 252550 0.712
hs16 252551 252575 0.664
hs16 252601 252625 0.028
hs16 252626 252650 0.028
hs16 252651 252675 0.028
hs16 252676 252700 0.028
hs16 252701 252725 0.028
hs16 252726 252750 0.028
hs16 252826 252850 0.028
hs16 252851 252875 0.052
hs16 252876 252900 0.052
hs16 252901 252925 0.028
hs16 252926 252950 0.028
hs16 252951 252975 0.028
hs16 252976 253000 0.028
hs16 253201 253225 0.028
hs16 253226 253250 0.028
hs16 253251 253275 0.028
hs16 253276 253300 0.544
hs16 253301 253325 0.58
hs16 253326 253350 0.856
hs16 253351 253375 1.024
hs16 253376 253400 1.491
hs16 253401 253425 1.215
hs16 253501 253525 0.028
hs16 253526 253550 0.028
hs16 253551 253575 0.028
hs16 253651 253675 0.047
hs16 253676 253700 0.047
hs16 253701 253725 1.218
hs16 253726 253750 1.074
hs16 253751 253775 0.661
hs16 253776 253800 0.076
hs16 253801 253825 0.047
hs16 253826 253850 0.076
hs16 253851 253875 0.076
hs16 253876 253900 0.076
hs16 253901 253925 0.047
hs16 253926 253950 0.028
hs16 253951 253975 0.028
hs16 253976 254000 0.076
hs16 254001 254025 0.076
hs16 254026 254050 1.045
hs16 254051 254075 0.824
hs16 254076 254100 0.604
hs16 254101 254125 0.469
hs16 254126 254150 0.69
hs16 254151 254175 0.719
hs16 254176 254200 0.028
hs16 254201 254225 0.028
hs16 254276 254300 0.028
hs16 254301 254325 0.028
hs16 254326 254350 0.028
hs16 254351 254375 0.028
hs16 254376 254400 0.028
hs16 254401 254425 0.028
hs16 254426 254450 0.028
hs16 254451 254475 0.028
hs16 254476 254500 0.047
hs16 254501 254525 0.047
hs16 254526 254550 0.05
hs16 254551 254575 0.028
hs16 254601 254625 0.05
hs16 254626 254650 0.549
hs16 254651 254675 0.549
hs16 254676 254700 0.629
hs16 254701 254725 0.663
hs16 254751 254775 0.028
hs16 254776 254800 0.028
hs16 254801 254825 0.028
hs16 254826 254850 0.572
hs16 254851 254875 0.493
hs16 254876 254900 0.323
hs16 254901 254925 0.856
hs16 254926 254950 0.856
hs16 254951 254975 0.856
hs16 254976 255000 0.493
hs16 255001 255025 0.493
hs16 255026 255050 0.549
hs16 255051 255075 1.162
hs16 255076 255100 1.298
hs16 255101 255125 1.355
hs16 255126 255150 0.72
hs16 255151 255175 0.878
hs16 255176 255200 1.071
hs16 255201 255225 1.105
hs16 255226 255250 0.878
hs16 255251 255275 0.663
hs16 255276 255300 0.912
hs16 255301 255325 0.935
hs16 255326 255350 0.822
hs16 255351 255375 0.629
hs16 255376 255400 0.72
hs16 255401 255425 0.878
hs16 255426 255450 0.72
hs16 255451 255475 0.47
hs16 255476 255500 0.436
hs16 255501 255525 0.572
hs16 255526 255550 0.549
hs16 255551 255575 0.428
hs16 255576 255600 0.183
hs16 255601 255625 0.183
hs16 255626 255650 0.673
hs16 255651 255675 1.073
hs16 255676 255700 1.185
hs16 255701 255725 1.007
hs16 255726 255750 1.919
hs16 255751 255775 2.141
hs16 255776 255800 2.141
hs16 255801 255825 1.763
hs16 255826 255850 2.653
hs16 255851 255875 2.653
hs16 255876 255900 2.342
hs16 255901 255925 1.429
hs16 255926 255950 1.296
hs16 255951 255975 1.051
hs16 255976 256000 0.984
hs16 256001 256025 0.873
hs16 256026 256050 0.962
hs16 256051 256075 0.717
hs16 256076 256100 0.517
hs16 256101 256125 0.072
hs16 259076 259100 0.028
hs16 259101 259125 0.028
hs16 259126 259150 0.028
hs16 261301 261325 0.028
hs16 261401 261425 0.028
hs16 261426 261450 0.028
hs16 261451 261475 0.028
hs16 261751 261775 0.028
hs16 261776 261800 0.028
hs16 261801 261825 0.028
hs16 264501 264525 0.028
hs16 264526 264550 0.028
hs16 264551 264575 0.028
hs16 264626 264650 0.028
hs16 264651 264675 0.028
hs16 264676 264700 0.028
hs16 266201 266225 0.028
hs16 266226 266250 0.028
hs16 266251 266275 0.028
hs16 266276 266300 0.028
hs16 266301 266325 0.028
hs16 266326 266350 0.028
hs16 266851 266875 0.028
hs16 266876 266900 0.028
hs16 266901 266925 0.028
hs16 266951 266975 0.028
hs16 266976 267000 0.028
hs16 267001 267025 0.028
hs16 267576 267600 0.028
hs16 267601 267625 0.028
hs16 267626 267650 0.028
hs16 267676 267700 0.028
hs16 267701 267725 0.028
hs16 267726 267750 0.028
hs16 268451 268475 0.028
hs16 268476 268500 0.028
hs16 268501 268525 0.028
hs16 272201 272225 0.028
hs16 272226 272250 0.028
hs16 272251 272275 0.028
hs16 273951 273975 0.006
hs16 273976 274000 0.006
hs16 274001 274025 0.006
hs16 274251 274275 0.028
hs16 274276 274300 0.028
hs16 274301 274325 0.028
hs16 274476 274500 0.028
hs16 274501 274525 0.028
hs16 274526 274550 0.028
hs16 275076 275100 0.028
hs16 275101 275125 0.028
hs16 275126 275150 0.028
hs16 275551 275575 0.028
hs16 275576 275600 0.055
hs16 275601 275625 0.055
hs16 275626 275650 0.028
hs16 275651 275675 0.028
hs16 275676 275700 0.028
hs16 275701 275725 0.028
hs16 275751 275775 0.028
hs16 275776 275800 0.028
hs16 275801 275825 0.028
hs16 275826 275850 0.028
hs16 275851 275875 0.028
hs16 275876 275900 0.028
hs16 277451 277475 0.13
hs16 277476 277500 0.581
hs16 277501 277525 0.633
hs16 277526 277550 0.551
hs16 277551 277575 0.438
hs16 277576 277600 0.684
hs16 277601 277625 0.633
hs16 277626 277650 0.387
hs16 277651 277675 0.489
hs16 277676 277700 0.551
hs16 277701 277725 0.52
hs16 277726 277750 0.161
hs16 277751 277775 0.13
hs16 277776 277800 0.13
hs16 277801 277825 0.192
hs16 277826 277850 0.161
hs16 277851 277875 0.305
hs16 277876 277900 0.581
hs16 277901 277925 0.745
hs16 277926 277950 0.663
hs16 277951 277975 0.684
hs16 277976 278000 1.135
hs16 278001 278025 1.238
hs16 278026 278050 1.022
hs16 278051 278075 0.52
hs16 278076 278100 0.438
hs16 278101 278125 0.438
hs16 278126 278150 0.602
hs16 278151 278175 0.684
hs16 278176 278200 0.827
hs16 278201 278225 0.961
hs16 278226 278250 1.073
hs16 278251 278275 0.048
hs16 278476 278500 0.028
hs16 278501 278525 0.028
hs16 278526 278550 0.028
hs16 278876 278900 0.028
hs16 278901 278925 0.055
hs16 278926 278950 0.055
hs16 278951 278975 0.028
hs16 279001 279025 0.028
hs16 279026 279050 0.028
hs16 279051 279075 0.028
hs16 279351 279375 0.028
hs16 279376 279400 0.028
hs16 279401 279425 0.028
hs16 279451 279475 1.1
hs16 279476 279500 0.907
hs16 279501 279525 0.961
hs16 279526 279550 0.941
hs16 279551 279575 1.132
hs16 279576 279600 0.961
hs16 279601 279625 1.162
hs16 279626 279650 0.028
hs16 279651 279675 0.028
hs16 279726 279750 0.028
hs16 279751 279775 0.028
hs16 279776 279800 0.028
hs16 279801 279825 0.048
hs16 279826 279850 0.048
hs16 279851 279875 0.108
hs16 279876 279900 0.048
hs16 279901 279925 0.048
hs16 279926 279950 0.048
hs16 279951 279975 0.078
hs16 279976 280000 0.078
hs16 280001 280025 0.028
hs16 280326 280350 0.028
hs16 280351 280375 0.028
hs16 280376 280400 0.028
hs16 280401 280425 0.028
hs16 280426 280450 0.048
hs16 280451 280475 0.048
hs16 280476 280500 0.028
hs16 280651 280675 0.028
hs16 280676 280700 0.028
hs16 280701 280725 0.028
hs16 280851 280875 0.028
hs16 280876 280900 0.028
hs16 280901 280925 0.028
hs16 280976 281000 0.028
hs16 281001 281025 0.028
hs16 281026 281050 0.028
hs16 281201 281225 0.138
hs16 281226 281250 0.138
hs16 281251 281275 0.165
hs16 281276 281300 0.083
hs16 281551 281575 0.028
hs16 281576 281600 0.028
hs16 281601 281625 0.055
hs16 281626 281650 0.028
hs16 281651 281675 0.028
hs16 281801 281825 0.028
hs16 281826 281850 0.028
hs16 281851 281875 0.028
hs16 281876 281900 0.028
hs16 281901 281925 0.028
hs16 281926 281950 0.028
hs16 282051 282075 0.028
hs16 282076 282100 0.028
hs16 282101 282125 0.028
hs16 282176 282200 0.028
hs16 282201 282225 0.028
hs16 282226 282250 0.028
hs16 282376 282400 0.028
hs16 282401 282425 0.028
hs16 282426 282450 0.028
hs16 282776 282800 0.028
hs16 282801 282825 0.028
hs16 282826 282850 0.028
hs16 282851 282875 0.028
hs16 282876 282900 0.051
hs16 282901 282925 0.051
hs16 282926 282950 0.028
hs16 282951 282975 0.028
hs16 282976 283000 0.028
hs16 283001 283025 0.028
hs16 283051 283075 0.028
hs16 283076 283100 0.028
hs16 283101 283125 0.028
hs16 283376 283400 0.028
hs16 283401 283425 0.028
hs16 283426 283450 0.028
hs16 283501 283525 0.911
hs16 283526 283550 0.829
hs16 283551 283575 0.852
hs16 283576 283600 0.935
hs16 283601 283625 0.935
hs16 283626 283650 1.076
hs16 283651 283675 1.3
hs16 283676 283700 1.347
hs16 283701 283725 1.135
hs16 284276 284300 0.027
hs16 284301 284325 0.027
hs16 284326 284350 0.027
hs16 284376 284400 0.032
hs16 284401 284425 0.06
hs16 284426 284450 0.06
hs16 284451 284475 0.027
hs16 284526 284550 0.027
hs16 284551 284575 0.055
hs16 284576 284600 0.055
hs16 284601 284625 0.027
hs16 284651 284675 0.027
hs16 284676 284700 0.027
hs16 284701 284725 0.027
hs16 284851 284875 0.027
hs16 284876 284900 0.027
hs16 284901 284925 0.027
hs16 285551 285575 0.028
hs16 285576 285600 0.028
hs16 285601 285625 0.028
hs16 285676 285700 0.028
hs16 285701 285725 0.028
hs16 285726 285750 0.028
hs16 286026 286050 0.028
hs16 286051 286075 0.028
hs16 286076 286100 0.028
hs16 286176 286200 0.028
hs16 286201 286225 0.028
hs16 286226 286250 0.028
hs16 286276 286300 0.028
hs16 286301 286325 0.028
hs16 286326 286350 0.028
hs16 286376 286400 0.028
hs16 286401 286425 0.055
hs16 286426 286450 0.055
hs16 286451 286475 0.055
hs16 286476 286500 0.028
hs16 286501 286525 0.028
hs16 286726 286750 0.028
hs16 286751 286775 0.028
hs16 286776 286800 0.028
hs16 286851 286875 0.055
hs16 286876 286900 0.055
hs16 286901 286925 0.055
hs16 286951 286975 0.028
hs16 286976 287000 0.028
hs16 287001 287025 0.028
hs16 287076 287100 0.853
hs16 287101 287125 1.597
hs16 287126 287150 1.461
hs16 287151 287175 1.624
hs16 287176 287200 0.853
hs16 287201 287225 0.853
hs16 287226 287250 0.69
hs16 287251 287275 0.055
hs16 287276 287300 0.055
hs16 287301 287325 0.082
hs16 287326 287350 0.082
hs16 287351 287375 0.028
hs16 287451 287475 0.028
hs16 287476 287500 0.028
hs16 287501 287525 0.028
hs16 287526 287550 0.028
hs16 287551 287575 0.028
hs16 287576 287600 0.055
hs16 287601 287625 0.055
hs16 287626 287650 0.082
hs16 287651 287675 0.055
hs16 287676 287700 0.028
hs16 287726 287750 0.46
hs16 287751 287775 0.495
hs16 287776 287800 0.522
hs16 287801 287825 0.44
hs16 287826 287850 0.275
hs16 287851 287875 0.138
hs16 287876 287900 0.165
hs16 287901 287925 0.193
hs16 287926 287950 0.33
hs16 287951 287975 0.467
hs16 287976 288000 0.522
hs16 288001 288025 0.44
hs16 288026 288050 0.248
hs16 288051 288075 0.358
hs16 288076 288100 1.017
hs16 288101 288125 1.155
hs16 288126 288150 0.962
hs16 288151 288175 0.358
hs16 288176 288200 0.358
hs16 288201 288225 0.852
hs16 288226 288250 0.935
hs16 288251 288275 0.935
hs16 288276 288300 0.083
hs16 288301 288325 0.055
hs16 288326 288350 0.028
hs16 288351 288375 0.055
hs16 288376 288400 0.028
hs16 288401 288425 0.028
hs16 288426 288450 0.028
hs16 288451 288475 0.028
hs16 288476 288500 0.028
hs16 288526 288550 0.028
hs16 288551 288575 0.028
hs16 288576 288600 0.028
hs16 288676 288700 0.055
hs16 288701 288725 0.055
hs16 288726 288750 0.083
hs16 288751 288775 0.028
hs16 288776 288800 0.055
hs16 288801 288825 0.055
hs16 288826 288850 0.055
hs16 288851 288875 0.055
hs16 288876 288900 0.028
hs16 288901 288925 0.037
hs16 288926 288950 0.009
hs16 288951 288975 0.009
hs16 288976 289000 0.028
hs16 289001 289025 0.055
hs16 289026 289050 0.055
hs16 289051 289075 0.028
hs16 289076 289100 0.028
hs16 289101 289125 0.055
hs16 289126 289150 0.083
hs16 289151 289175 0.11
hs16 289176 289200 0.11
hs16 289201 289225 0.083
hs16 289226 289250 0.055
hs16 289251 289275 0.028
hs16 289276 289300 0.083
hs16 289301 289325 0.055
hs16 289326 289350 0.055
hs16 289476 289500 0.028
hs16 289501 289525 0.028
hs16 289526 289550 0.028
hs16 289551 289575 0.028
hs16 289576 289600 0.055
hs16 289601 289625 0.055
hs16 289626 289650 0.028
hs16 289701 289725 0.028
hs16 289726 289750 0.028
hs16 289751 289775 0.028
hs16 289951 289975 0.028
hs16 289976 290000 0.028
hs16 290001 290025 0.055
hs16 290026 290050 0.028
hs16 290051 290075 0.028
hs16 290076 290100 0.028
hs16 290101 290125 0.028
hs16 290126 290150 0.028
hs16 290151 290175 0.028
hs16 290176 290200 0.055
hs16 290201 290225 0.055
hs16 290226 290250 0.028
hs16 290251 290275 0.055
hs16 290276 290300 0.083
hs16 290301 290325 0.083
hs16 290326 290350 0.028
hs16 290376 290400 0.028
hs16 290401 290425 0.028
hs16 290426 290450 0.028
hs16 290501 290525 0.028
hs16 290526 290550 0.055
hs16 290551 290575 0.055
hs16 290576 290600 0.028
hs16 290626 290650 0.028
hs16 290651 290675 0.028
hs16 290676 290700 0.028
hs16 290726 290750 0.055
hs16 290751 290775 0.055
hs16 290776 290800 0.083
hs16 290801 290825 0.028
hs16 290826 290850 0.028
hs16 290851 290875 0.028
hs16 290876 290900 0.028
hs16 290901 290925 0.028
hs16 291401 291425 0.028
hs16 291426 291450 0.028
hs16 291451 291475 0.028
hs16 291626 291650 0.028
hs16 291651 291675 0.028
hs16 291676 291700 0.055
hs16 291701 291725 0.028
hs16 291726 291750 0.028
hs16 291801 291825 0.028
hs16 291826 291850 0.028
hs16 291851 291875 0.028
hs16 291876 291900 0.028
hs16 291901 291925 0.055
hs16 291926 291950 0.055
hs16 291951 291975 0.055
hs16 291976 292000 0.055
hs16 292001 292025 0.083
hs16 292026 292050 0.055
hs16 292051 292075 0.028
hs16 292251 292275 0.028
hs16 292276 292300 0.028
hs16 292301 292325 0.055
hs16 292326 292350 0.055
hs16 292351 292375 0.055
hs16 292376 292400 0.055
hs16 292401 292425 0.028
hs16 292426 292450 0.083
hs16 292451 292475 0.083
hs16 292476 292500 0.111
hs16 292501 292525 0.055
hs16 292526 292550 0.028
hs16 292676 292700 0.028
hs16 292701 292725 0.028
hs16 292726 292750 0.028
hs16 292801 292825 0.028
hs16 292826 292850 0.028
hs16 292851 292875 0.028
hs16 292926 292950 0.028
hs16 292951 292975 0.028
hs16 292976 293000 0.028
hs16 293026 293050 0.083
hs16 293051 293075 0.083
hs16 293076 293100 0.111
hs16 293101 293125 0.028
hs16 293126 293150 0.028
hs16 293176 293200 0.028
hs16 293201 293225 0.055
hs16 293226 293250 0.055
hs16 293251 293275 0.028
hs16 293276 293300 0.028
hs16 293301 293325 0.055
hs16 293326 293350 0.083
hs16 293351 293375 0.055
hs16 293376 293400 0.028
hs16 293401 293425 0.028
hs16 293426 293450 0.028
hs16 293451 293475 0.05
hs16 293476 293500 0.028
hs16 293501 293525 0.05
hs16 293526 293550 0.028
hs16 293551 293575 0.028
hs16 293576 293600 0.028
hs16 293601 293625 0.05
hs16 293626 293650 0.05
hs16 293651 293675 0.028
hs16 293701 293725 0.05
hs16 293726 293750 0.079
hs16 293751 293775 0.079
hs16 293776 293800 0.028
hs16 293826 293850 0.028
hs16 293851 293875 0.05
hs16 293876 293900 0.05
hs16 293901 293925 0.028
hs16 293951 293975 0.028
hs16 293976 294000 0.028
hs16 294001 294025 0.028
hs16 294101 294125 0.079
hs16 294126 294150 0.107
hs16 294151 294175 0.107
hs16 294176 294200 0.028
hs16 294226 294250 0.05
hs16 294251 294275 0.05
hs16 294276 294300 0.05
hs16 294326 294350 0.385
hs16 294351 294375 0.442
hs16 294376 294400 0.3
hs16 294401 294425 0.442
hs16 294426 294450 0.413
hs16 294476 294500 0.055
hs16 294501 294525 0.083
hs16 294526 294550 0.11
hs16 294551 294575 0.083
hs16 294576 294600 0.083
hs16 294601 294625 0.055
hs16 294626 294650 0.028
hs16 294751 294775 0.028
hs16 294776 294800 0.028
hs16 294801 294825 0.028
hs16 294851 294875 0.165
hs16 294876 294900 0.194
hs16 294901 294925 0.194
hs16 294926 294950 0.028
hs16 294951 294975 0.055
hs16 294976 295000 0.055
hs16 295001 295025 0.055
hs16 295251 295275 0.028
hs16 295276 295300 0.028
hs16 295301 295325 0.055
hs16 295326 295350 0.028
hs16 295351 295375 0.028
hs16 295726 295750 0.014
hs16 295751 295775 0.014
hs16 295776 295800 0.014
hs16 295826 295850 0.028
hs16 295851 295875 0.055
hs16 295876 295900 0.055
hs16 295901 295925 0.083
hs16 295926 295950 0.055
hs16 295951 295975 0.083
hs16 295976 296000 0.028
hs16 296001 296025 0.055
hs16 296026 296050 0.083
hs16 296051 296075 0.083
hs16 296076 296100 0.11
hs16 296101 296125 0.055
hs16 296126 296150 0.083
hs16 296151 296175 0.028
hs16 296176 296200 0.055
hs16 296201 296225 0.028
hs16 296226 296250 0.028
hs16 296276 296300 0.028
hs16 296301 296325 0.028
hs16 296326 296350 0.055
hs16 296351 296375 0.055
hs16 296376 296400 0.055
hs16 296401 296425 0.028
hs16 296451 296475 0.028
hs16 296476 296500 0.028
hs16 296501 296525 0.028
hs16 296626 296650 0.028
hs16 296651 296675 0.028
hs16 296676 296700 0.028
hs16 296726 296750 0.028
hs16 296751 296775 0.055
hs16 296776 296800 0.055
hs16 296801 296825 0.028
hs16 296851 296875 0.028
hs16 296876 296900 0.055
hs16 296901 296925 0.055
hs16 296926 296950 0.028
hs16 297101 297125 0.028
hs16 297126 297150 0.028
hs16 297151 297175 0.028
hs16 297176 297200 0.028
hs16 297201 297225 0.028
hs16 297226 297250 0.055
hs16 297251 297275 0.083
hs16 297276 297300 0.083
hs16 297301 297325 0.11
hs16 297326 297350 0.055
hs16 297351 297375 0.083
hs16 297376 297400 0.083
hs16 297401 297425 0.083
