hs16 151    175 0.015
hs16 129076 129100 0.088
hs16 129101 129125 0.059
hs16 129126 129150 0.059
hs16 129151 129175 0.029
hs16 129176 129200 0.029
hs16 129576 129600 0.059
hs16 129601 129625 0.059
hs16 129626 129650 0.059
hs16 129651 129675 0.03
hs16 129676 129700 0.059
hs16 129701 129725 0.089
hs16 129726 129750 0.059
hs16 129751 129775 0.03
hs16 130101 130125 0.03
hs16 130126 130150 0.03
hs16 130151 130175 0.03
hs16 130226 130250 0.03
hs16 130251 130275 0.03
hs16 130276 130300 0.03
hs16 130476 130500 0.03
hs16 130501 130525 0.03
hs16 130526 130550 0.03
hs16 130551 130575 0.03
hs16 130576 130600 0.03
hs16 130601 130625 0.03
hs16 130676 130700 0.03
hs16 130701 130725 0.03
hs16 130726 130750 0.03
hs16 130801 130825 0.03
hs16 130826 130850 0.03
hs16 130851 130875 0.03
hs16 130876 130900 0.03
hs16 130901 130925 0.03
hs16 130926 130950 0.03
hs16 132076 132100 0.03
hs16 132101 132125 0.03
hs16 132126 132150 0.03
hs16 132226 132250 0.03
hs16 132251 132275 0.03
hs16 132276 132300 0.03
hs16 132476 132500 0.03
hs16 132501 132525 0.03
hs16 132526 132550 0.03
hs16 134076 134100 0.03
hs16 134101 134125 0.03
hs16 134126 134150 0.03
hs16 137651 137675 0.004
hs16 137676 137700 0.004
hs16 137701 137725 0.033
hs16 137726 137750 0.03
hs16 137751 137775 0.03
hs16 137801 137825 0.03
hs16 137826 137850 0.03
hs16 137851 137875 0.03
hs16 138251 138275 0.03
hs16 138276 138300 0.03
hs16 138301 138325 0.03
hs16 138376 138400 0.03
hs16 138401 138425 0.03
hs16 138426 138450 0.03
hs16 140426 140450 0.03
hs16 140451 140475 0.03
hs16 140476 140500 0.03
hs16 141276 141300 0.059
hs16 141301 141325 0.059
hs16 141326 141350 0.059
hs16 141401 141425 0.059
hs16 141426 141450 0.059
hs16 141451 141475 0.059
hs16 141601 141625 0.003
hs16 141626 141650 0.008
hs16 141651 141675 0.008
hs16 141676 141700 0.005
hs16 141801 141825 0.029
hs16 141826 141850 0.029
hs16 141851 141875 0.029
hs16 141901 141925 0.049
hs16 141926 141950 0.049
hs16 141951 141975 0.049
hs16 142026 142050 0.029
hs16 142051 142075 0.029
hs16 142076 142100 0.029
hs16 142101 142125 0.029
hs16 142126 142150 0.029
hs16 142151 142175 0.029
hs16 142451 142475 0.059
hs16 142476 142500 0.015
hs16 142501 142525 0.015
hs16 142526 142550 0.015
hs16 142551 142575 0.015
hs16 142576 142600 0.015
hs16 142601 142625 0.015
hs16 142676 142700 0.015
hs16 142701 142725 0.015
hs16 142726 142750 0.437
hs16 142751 142775 0.437
hs16 142776 142800 0.437
hs16 142801 142825 0.015
hs16 142826 142850 0.859
hs16 142851 142875 1.28
hs16 142876 142900 2.968
hs16 142901 142925 47.267
hs16 142926 142950 52.33
hs16 142951 142975 53.174
hs16 142976 143000 26.172
hs16 143001 143025 37.986
hs16 143176 143200 0.015
hs16 143201 143225 0.015
hs16 143226 143250 0.015
hs16 143251 143275 0.015
hs16 143326 143350 0.015
hs16 143351 143375 0.015
hs16 143376 143400 0.015
hs16 143401 143425 0.015
hs16 143426 143450 0.015
hs16 143451 143475 0.015
hs16 143501 143525 0.015
hs16 143526 143550 0.015
hs16 143551 143575 0.015
hs16 143576 143600 0.015
hs16 143601 143625 0.015
hs16 143626 143650 0.015
hs16 143651 143675 0.015
hs16 143676 143700 0.015
hs16 143901 143925 39.565
hs16 143926 143950 34.229
hs16 143951 143975 15.396
hs16 143976 144000 8.176
hs16 144001 144025 6.607
hs16 144026 144050 8.49
hs16 144051 144075 13.826
hs16 144076 144100 22.615
hs16 144276 144300 26.068
hs16 144301 144325 23.87
hs16 144326 144350 21.046
hs16 144351 144375 18.534
hs16 144376 144400 15.082
hs16 144401 144425 14.14
hs16 144426 144450 13.826
hs16 144451 144475 12.257
hs16 144476 144500 5.665
hs16 144501 144525 0.643
hs16 152326 152350 0.025
hs16 152351 152375 0.025
hs16 152376 152400 0.025
hs16 152426 152450 0.025
hs16 152451 152475 0.025
hs16 152476 152500 0.025
hs16 152951 152975 0.025
hs16 152976 153000 0.072
hs16 153001 153025 0.188
hs16 153026 153050 0.512
hs16 153051 153075 0.664
hs16 153076 153100 0.544
hs16 153101 153125 0.188
hs16 153151 153175 0.146
hs16 153176 153200 0.146
hs16 153201 153225 0.088
hs16 153826 153850 0.015
hs16 153851 153875 0.015
hs16 153876 153900 0.015
hs16 153901 153925 0.015
hs16 153926 153950 0.015
hs16 153951 153975 0.015
hs16 153976 154000 0.015
hs16 154001 154025 0.015
hs16 154026 154050 0.015
hs16 154101 154125 0.015
hs16 154126 154150 0.015
hs16 154151 154175 0.015
hs16 154176 154200 0.015
hs16 154201 154225 0.015
hs16 154226 154250 0.015
hs16 154251 154275 0.015
hs16 154276 154300 0.015
hs16 154501 154525 4.207
hs16 154526 154550 7.39
hs16 154551 154575 9.718
hs16 154576 154600 7.545
hs16 154601 154625 7.079
hs16 154626 154650 7.157
hs16 154651 154675 5.138
hs16 154676 154700 2.499
hs16 155026 155050 0.08
hs16 155051 155075 0.875
hs16 155076 155100 0.94
hs16 155101 155125 0.875
hs16 155126 155150 1.67
hs16 155151 155175 1.631
hs16 155176 155200 1.605
hs16 156551 156575 0.03
hs16 156576 156600 0.03
hs16 156601 156625 0.03
hs16 158926 158950 0.03
hs16 158951 158975 0.03
hs16 158976 159000 0.03
hs16 159026 159050 0.03
hs16 159051 159075 0.03
hs16 159076 159100 0.03
hs16 159601 159625 0.015
hs16 159626 159650 0.015
hs16 159651 159675 0.015
hs16 159676 159700 0.015
hs16 159701 159725 0.015
hs16 159726 159750 0.015
hs16 160101 160125 0.03
hs16 160126 160150 0.03
hs16 160151 160175 0.03
hs16 160176 160200 0.015
hs16 160201 160225 0.015
hs16 160226 160250 0.015
hs16 162501 162525 0.015
hs16 162526 162550 0.015
hs16 162551 162575 0.015
hs16 162576 162600 0.015
hs16 162876 162900 0.015
hs16 162901 162925 4.957
hs16 162926 162950 45.316
hs16 162951 162975 59.318
hs16 162976 163000 54.377
hs16 163001 163025 14.017
hs16 163051 163075 0.015
hs16 163076 163100 0.015
hs16 163101 163125 0.015
hs16 163126 163150 2.486
hs16 163151 163175 44.492
hs16 163176 163200 84.028
hs16 163201 163225 102.149
hs16 163226 163250 74.968
hs16 163251 163275 55.2
hs16 163276 163300 39.55
hs16 163301 163325 24.725
hs16 163326 163350 4.957
hs16 163401 163425 0.015
hs16 163426 163450 0.015
hs16 163451 163475 0.015
hs16 163476 163500 3.309
hs16 163501 163525 10.722
hs16 163526 163550 25.851
hs16 163551 163575 36.644
hs16 163576 163600 39.587
hs16 163601 163625 25.197
hs16 163626 163650 12.442
hs16 163651 163675 1.977
hs16 163676 163700 1.323
hs16 163701 163725 0.015
hs16 163851 163875 0.015
hs16 163876 163900 0.015
hs16 163901 163925 0.015
hs16 163951 163975 0.015
hs16 163976 164000 0.015
hs16 164001 164025 0.015
hs16 164151 164175 0.015
hs16 164176 164200 0.015
hs16 164201 164225 0.015
hs16 164451 164475 0.015
hs16 164476 164500 0.015
hs16 164501 164525 0.015
hs16 164551 164575 0.03
hs16 164576 164600 0.03
hs16 164601 164625 0.03
hs16 165801 165825 0.015
hs16 165826 165850 0.015
hs16 165851 165875 0.015
hs16 166201 166225 0.015
hs16 166226 166250 0.015
hs16 166251 166275 0.015
hs16 166301 166325 0.015
hs16 166326 166350 0.015
hs16 166351 166375 0.015
hs16 166376 166400 0.015
hs16 166501 166525 0.015
hs16 166651 166675 0.015
hs16 166676 166700 0.571
hs16 166701 166725 1.682
hs16 166726 166750 46.141
hs16 166751 166775 70.038
hs16 166776 166800 58.923
hs16 166801 166825 20.618
hs16 166851 166875 0.015
hs16 166876 166900 0.015
hs16 166901 166925 0.015
hs16 166926 166950 0.015
hs16 166951 166975 40.397
hs16 166976 167000 83.251
hs16 167001 167025 103.855
hs16 167026 167050 86.548
hs16 167051 167075 55.231
hs16 167076 167100 40.397
hs16 167101 167125 27.211
hs16 167126 167150 7.432
hs16 167176 167200 0.015
hs16 167201 167225 0.015
hs16 167226 167250 0.015
hs16 167251 167275 0.015
hs16 167276 167300 0.015
hs16 167301 167325 7.432
hs16 167326 167350 18.97
hs16 167351 167375 33.804
hs16 167376 167400 71.714
hs16 167401 167425 82.427
hs16 167426 167450 89.02
hs16 167451 167475 56.055
hs16 167476 167500 33.804
hs16 167501 167525 11.553
hs16 168426 168450 0.03
hs16 168451 168475 0.03
hs16 168476 168500 0.03
hs16 169201 169225 0.015
hs16 169226 169250 0.015
hs16 169251 169275 0.015
hs16 169801 169825 0.03
hs16 169826 169850 0.074
hs16 169851 169875 0.164
hs16 169876 169900 0.164
hs16 169901 169925 0.074
hs16 169926 169950 0.119
hs16 169951 169975 0.164
hs16 169976 170000 0.119
hs16 170001 170025 0.03
hs16 170026 170050 0.03
hs16 170051 170075 0.03
hs16 170076 170100 0.03
hs16 170226 170250 0.03
hs16 170251 170275 0.03
hs16 170276 170300 0.03
hs16 170426 170450 0.03
hs16 170451 170475 0.03
hs16 170476 170500 0.342
hs16 170501 170525 1.638
hs16 170526 170550 4.186
hs16 170551 170575 4.275
hs16 170576 170600 3.962
hs16 170601 170625 0.03
hs16 170626 170650 0.03
hs16 170651 170675 0.074
hs16 170676 170700 2.175
hs16 170701 170725 3.069
hs16 170726 170750 5.348
hs16 170751 170775 5.258
hs16 170776 170800 4.007
hs16 170801 170825 1.415
hs16 170826 170850 1.549
hs16 170851 170875 1.692
hs16 170876 170900 0.03
hs16 170901 170925 0.03
hs16 170951 170975 0.077
hs16 170976 171000 0.196
hs16 171001 171025 2.594
hs16 171026 171050 2.855
hs16 171051 171075 1.692
hs16 171076 171100 1.882
hs16 171101 171125 1.81
hs16 171126 171150 1.787
hs16 171151 171175 0.908
hs16 171176 171200 0.03
hs16 171201 171225 0.03
hs16 171226 171250 0.053
hs16 171251 171275 0.053
hs16 171276 171300 0.03
hs16 171451 171475 0.03
hs16 171476 171500 0.03
hs16 171501 171525 0.03
hs16 172651 172675 0.03
hs16 172676 172700 0.03
hs16 172701 172725 0.03
hs16 172851 172875 0.03
hs16 172876 172900 0.03
hs16 172901 172925 0.059
hs16 172926 172950 0.03
hs16 172951 172975 0.03
hs16 173401 173425 0.03
hs16 173426 173450 0.03
hs16 173451 173475 0.03
hs16 173501 173525 0.03
hs16 173526 173550 0.03
hs16 173551 173575 0.03
hs16 174276 174300 0.059
hs16 174301 174325 0.059
hs16 174326 174350 0.059
hs16 175351 175375 0.03
hs16 175376 175400 0.059
hs16 175401 175425 0.059
hs16 175426 175450 0.03
hs16 175451 175475 0.03
hs16 175476 175500 0.03
hs16 175501 175525 0.03
hs16 175626 175650 0.03
hs16 175651 175675 0.03
hs16 175676 175700 0.03
hs16 175801 175825 0.059
hs16 175826 175850 0.059
hs16 175851 175875 0.059
hs16 175901 175925 0.03
hs16 175926 175950 0.03
hs16 175951 175975 0.03
hs16 177226 177250 0.058
hs16 177251 177275 0.118
hs16 177276 177300 0.177
hs16 177301 177325 0.118
hs16 177326 177350 0.177
hs16 177351 177375 0.177
hs16 177376 177400 0.177
hs16 177401 177425 0.058
hs16 177426 177450 0.029
hs16 177451 177475 0.029
hs16 177476 177500 0.029
hs16 177751 177775 0.058
hs16 177776 177800 0.058
hs16 177801 177825 0.118
hs16 177826 177850 0.058
hs16 177851 177875 0.088
hs16 177876 177900 0.088
hs16 177901 177925 0.088
hs16 177926 177950 0.088
hs16 177951 177975 0.029
hs16 177976 178000 0.029
hs16 178126 178150 0.029
hs16 178151 178175 0.043
hs16 178176 178200 0.043
hs16 178201 178225 0.015
hs16 178276 178300 0.03
hs16 178301 178325 0.03
hs16 178326 178350 0.03
hs16 178451 178475 0.03
hs16 178476 178500 0.03
hs16 178501 178525 0.105
hs16 178526 178550 0.067
hs16 178551 178575 0.105
hs16 178576 178600 0.03
hs16 178601 178625 0.03
hs16 178626 178650 0.03
hs16 178651 178675 0.03
hs16 178676 178700 0.03
hs16 178726 178750 0.03
hs16 178751 178775 0.03
hs16 178776 178800 0.03
hs16 178801 178825 0.03
hs16 178826 178850 0.03
hs16 178851 178875 0.03
hs16 178901 178925 0.03
hs16 178926 178950 0.03
hs16 178951 178975 0.03
hs16 178976 179000 0.03
hs16 179001 179025 0.294
hs16 179026 179050 1.84
hs16 179051 179075 4.291
hs16 179076 179100 4.555
hs16 179101 179125 3.348
hs16 179126 179150 1.802
hs16 179151 179175 4.517
hs16 179176 179200 4.668
hs16 179201 179225 4.178
hs16 179226 179250 1.236
hs16 179251 179275 0.821
hs16 179276 179300 0.821
hs16 179301 179325 1.236
hs16 179326 179350 1.626
hs16 179551 179575 0.03
hs16 179576 179600 0.03
hs16 179601 179625 0.03
hs16 179626 179650 0.08
hs16 179651 179675 0.344
hs16 179676 179700 0.407
hs16 179701 179725 0.52
hs16 179726 179750 0.407
hs16 179751 179775 0.344
hs16 179776 179800 0.256
hs16 179801 179825 0.256
hs16 179826 179850 0.344
hs16 179851 179875 0.319
hs16 179876 179900 0.168
hs16 179901 179925 0.168
hs16 179926 179950 0.118
hs16 179951 179975 0.558
hs16 179976 180000 1.525
hs16 180001 180025 1.148
hs16 180026 180050 0.909
hs16 180051 180075 1.211
hs16 180076 180100 1.236
hs16 180101 180125 1.261
hs16 180126 180150 0.847
hs16 180176 180200 0.03
hs16 180201 180225 0.03
hs16 180226 180250 0.03
hs16 180301 180325 0.055
hs16 180326 180350 0.085
hs16 180351 180375 0.118
hs16 180376 180400 0.058
hs16 180401 180425 0.03
hs16 180426 180450 0.03
hs16 180451 180475 0.085
hs16 180476 180500 0.118
hs16 180501 180525 0.085
hs16 180526 180550 0.03
hs16 180551 180575 0.5
hs16 180626 180650 0.03
hs16 180651 180675 0.03
hs16 180676 180700 0.03
hs16 180726 180750 0.03
hs16 180751 180775 0.03
hs16 180776 180800 0.058
hs16 180801 180825 0.03
hs16 180826 180850 0.03
hs16 181051 181075 0.03
hs16 181076 181100 0.03
hs16 181101 181125 0.03
hs16 181126 181150 0.03
hs16 181151 181175 0.058
hs16 181176 181200 0.085
hs16 181201 181225 0.085
hs16 181226 181250 0.058
hs16 181251 181275 0.03
hs16 181301 181325 0.03
hs16 181326 181350 0.058
hs16 181351 181375 0.147
hs16 181376 181400 0.118
hs16 181401 181425 0.088
hs16 181426 181450 0.059
hs16 181451 181475 0.118
hs16 181476 181500 0.147
hs16 181501 181525 0.088
hs16 181526 181550 0.03
hs16 181801 181825 0.03
hs16 181826 181850 0.03
hs16 181851 181875 0.088
hs16 181876 181900 0.059
hs16 181901 181925 0.118
hs16 181926 181950 0.088
hs16 181951 181975 0.118
hs16 181976 182000 0.147
hs16 182001 182025 0.118
hs16 182026 182050 0.118
hs16 182051 182075 0.059
hs16 182076 182100 0.088
hs16 182101 182125 0.088
hs16 182126 182150 0.059
hs16 182151 182175 0.03
hs16 182176 182200 0.088
hs16 182201 182225 0.088
hs16 182226 182250 0.088
hs16 182276 182300 0.03
hs16 182301 182325 0.059
hs16 182326 182350 0.059
hs16 182351 182375 0.03
hs16 182401 182425 0.03
hs16 182426 182450 0.03
hs16 182451 182475 0.03
hs16 182526 182550 0.03
hs16 182551 182575 0.03
hs16 182576 182600 0.03
hs16 182626 182650 0.03
hs16 182651 182675 0.03
hs16 182676 182700 0.03
hs16 182701 182725 0.03
hs16 182726 182750 0.03
hs16 182751 182775 0.03
hs16 182826 182850 0.058
hs16 182851 182875 0.058
hs16 182876 182900 0.058
hs16 182951 182975 0.527
hs16 182976 183000 1.151
hs16 183001 183025 1.35
hs16 183601 183625 0.03
hs16 183626 183650 0.059
hs16 183651 183675 0.059
hs16 183676 183700 0.03
hs16 183701 183725 0.03
hs16 183726 183750 0.059
hs16 183751 183775 0.059
hs16 183776 183800 0.03
hs16 185376 185400 0.03
hs16 185401 185425 0.03
hs16 185426 185450 0.03
hs16 185451 185475 0.03
hs16 185476 185500 0.03
hs16 185501 185525 0.03
hs16 185576 185600 0.03
hs16 185601 185625 0.03
hs16 185626 185650 0.03
hs16 186851 186875 0.03
hs16 186876 186900 0.03
hs16 186901 186925 0.03
hs16 187276 187300 0.03
hs16 187301 187325 0.03
hs16 187326 187350 0.03
hs16 188001 188025 0.004
hs16 188026 188050 0.004
hs16 188051 188075 0.004
hs16 188751 188775 0.029
hs16 188776 188800 0.029
hs16 188801 188825 0.029
hs16 188826 188850 0.029
hs16 188851 188875 0.029
hs16 188876 188900 0.059
hs16 188901 188925 0.029
hs16 188926 188950 0.059
hs16 188951 188975 0.029
hs16 188976 189000 0.029
hs16 189026 189050 0.03
hs16 189051 189075 0.03
hs16 189076 189100 1.648
hs16 189101 189125 1.293
hs16 189126 189150 1.35
hs16 189151 189175 1.023
hs16 189176 189200 1.151
hs16 189201 189225 1.478
hs16 189226 189250 1.35
hs16 189301 189325 0.03
hs16 189326 189350 0.03
hs16 189351 189375 0.03
hs16 189576 189600 0.03
hs16 189601 189625 0.03
hs16 189626 189650 0.03
hs16 189651 189675 0.03
hs16 189676 189700 0.03
hs16 189701 189725 0.03
hs16 190226 190250 0.03
hs16 190251 190275 0.03
hs16 190276 190300 0.03
hs16 192501 192525 0.03
hs16 192526 192550 0.059
hs16 192551 192575 0.059
hs16 192576 192600 0.03
hs16 192626 192650 0.059
hs16 192651 192675 0.089
hs16 192676 192700 0.089
hs16 192701 192725 0.03
hs16 192726 192750 0.03
hs16 192751 192775 0.03
hs16 192776 192800 0.03
hs16 192801 192825 0.03
hs16 192826 192850 0.03
hs16 192851 192875 0.03
hs16 193401 193425 0.03
hs16 193426 193450 0.03
hs16 193451 193475 0.03
hs16 193526 193550 0.03
hs16 193551 193575 0.03
hs16 193576 193600 0.03
hs16 195326 195350 0.03
hs16 195351 195375 0.03
hs16 195376 195400 0.03
hs16 195451 195475 0.03
hs16 195476 195500 0.03
hs16 195501 195525 0.03
hs16 195701 195725 0.03
hs16 195726 195750 0.03
hs16 195751 195775 0.03
hs16 195851 195875 0.03
hs16 195876 195900 0.03
hs16 195901 195925 0.03
hs16 195951 195975 0.03
hs16 195976 196000 0.054
hs16 196001 196025 0.054
hs16 196026 196050 1.264
hs16 196051 196075 1.264
hs16 196076 196100 1.47
hs16 196101 196125 1.385
hs16 196126 196150 1.204
hs16 197276 197300 0.03
hs16 197301 197325 0.03
hs16 197326 197350 0.085
hs16 197351 197375 0.052
hs16 197376 197400 0.052
hs16 197451 197475 0.052
hs16 197476 197500 0.052
hs16 197501 197525 0.052
hs16 197551 197575 0.03
hs16 197576 197600 0.03
hs16 197601 197625 0.03
hs16 197651 197675 0.03
hs16 197676 197700 0.03
hs16 197701 197725 0.03
hs16 198101 198125 0.946
hs16 198126 198150 1.203
hs16 198151 198175 1.415
hs16 198176 198200 1.292
hs16 198326 198350 0.03
hs16 198351 198375 0.03
hs16 198376 198400 0.03
hs16 198426 198450 0.03
hs16 198451 198475 0.03
hs16 198476 198500 0.059
hs16 198501 198525 0.03
hs16 198526 198550 0.059
hs16 198551 198575 0.03
hs16 198576 198600 0.03
hs16 198601 198625 0.207
hs16 198626 198650 0.147
hs16 198651 198675 0.118
hs16 198726 198750 0.03
hs16 198751 198775 0.088
hs16 198776 198800 0.088
hs16 198801 198825 0.059
hs16 198826 198850 0.03
hs16 198851 198875 0.059
hs16 198876 198900 0.059
hs16 198901 198925 0.059
hs16 198926 198950 0.03
hs16 198951 198975 0.059
hs16 198976 199000 0.03
hs16 199001 199025 0.059
hs16 199026 199050 0.03
hs16 199051 199075 0.03
hs16 199076 199100 0.03
hs16 199101 199125 0.03
hs16 199126 199150 0.03
hs16 199176 199200 0.03
hs16 199201 199225 0.03
hs16 199226 199250 0.03
hs16 199251 199275 0.03
hs16 199276 199300 0.03
hs16 199301 199325 0.059
hs16 199326 199350 0.03
hs16 199351 199375 0.03
hs16 199426 199450 0.03
hs16 199451 199475 0.03
hs16 199476 199500 0.03
hs16 199526 199550 0.088
hs16 199551 199575 0.118
hs16 199576 199600 0.118
hs16 199601 199625 0.058
hs16 199626 199650 0.03
hs16 199651 199675 0.088
hs16 199676 199700 0.058
hs16 199701 199725 0.088
hs16 199726 199750 0.03
hs16 199751 199775 0.03
hs16 199901 199925 0.03
hs16 199926 199950 0.03
hs16 199951 199975 0.03
hs16 200026 200050 0.03
hs16 200051 200075 0.03
hs16 200076 200100 0.058
hs16 200101 200125 0.03
hs16 200126 200150 0.03
hs16 200476 200500 0.029
hs16 200501 200525 0.029
hs16 200526 200550 0.029
hs16 200576 200600 0.029
hs16 200601 200625 0.029
hs16 200626 200650 0.029
hs16 200651 200675 0.029
hs16 200676 200700 0.059
hs16 200701 200725 0.089
hs16 200726 200750 0.089
hs16 200751 200775 0.059
hs16 200776 200800 0.044
hs16 200801 200825 0.044
hs16 200826 200850 0.073
hs16 200851 200875 0.063
hs16 200876 200900 0.033
hs16 200901 200925 0.004
hs16 201476 201500 0.029
hs16 201501 201525 0.029
hs16 201526 201550 0.029
hs16 201551 201575 0.029
hs16 201576 201600 0.059
hs16 201601 201625 0.059
hs16 201626 201650 0.029
hs16 201676 201700 0.059
hs16 201701 201725 0.059
hs16 201726 201750 0.059
hs16 201776 201800 0.059
hs16 201801 201825 0.059
hs16 201826 201850 0.059
hs16 202126 202150 0.029
hs16 202151 202175 0.029
hs16 202176 202200 0.029
hs16 202201 202225 0.003
hs16 202226 202250 0.003
hs16 202251 202275 0.062
hs16 202276 202300 0.059
hs16 202301 202325 0.059
hs16 202476 202500 0.059
hs16 202501 202525 0.059
hs16 202526 202550 0.059
hs16 202576 202600 0.059
hs16 202601 202625 0.059
hs16 202626 202650 0.059
hs16 202651 202675 0.03
hs16 202676 202700 0.059
hs16 202701 202725 0.059
hs16 202726 202750 0.088
hs16 202751 202775 0.059
hs16 202776 202800 0.059
hs16 202801 202825 0.03
hs16 202826 202850 0.118
hs16 202851 202875 0.118
hs16 202876 202900 0.088
hs16 202951 202975 0.03
hs16 202976 203000 0.03
hs16 203001 203025 0.059
hs16 203026 203050 0.03
hs16 203051 203075 0.059
hs16 203076 203100 0.03
hs16 203101 203125 0.03
hs16 203151 203175 0.03
hs16 203176 203200 0.03
hs16 203201 203225 0.03
hs16 203351 203375 0.03
hs16 203376 203400 0.03
hs16 203401 203425 0.059
hs16 203426 203450 0.03
hs16 203451 203475 0.088
hs16 203476 203500 0.118
hs16 203501 203525 0.118
hs16 203526 203550 0.059
hs16 203551 203575 0.03
hs16 203576 203600 0.059
hs16 203601 203625 0.089
hs16 203626 203650 0.059
hs16 203651 203675 0.03
hs16 203901 203925 0.03
hs16 203926 203950 0.03
hs16 203951 203975 0.059
hs16 203976 204000 0.03
hs16 204001 204025 0.03
hs16 204026 204050 0.03
hs16 204051 204075 0.03
hs16 204076 204100 0.059
hs16 204101 204125 0.059
hs16 204126 204150 0.059
hs16 204151 204175 0.03
hs16 204226 204250 0.03
hs16 204251 204275 0.03
hs16 204276 204300 0.03
hs16 204476 204500 0.03
hs16 204501 204525 0.03
hs16 204526 204550 0.03
hs16 204976 205000 0.03
hs16 205001 205025 0.03
hs16 205026 205050 0.03
hs16 205051 205075 0.03
hs16 205076 205100 0.03
hs16 205101 205125 0.03
hs16 205376 205400 0.059
hs16 205401 205425 0.059
hs16 205426 205450 0.059
hs16 205476 205500 0.03
hs16 205501 205525 0.059
hs16 205526 205550 0.059
hs16 205551 205575 0.03
hs16 205726 205750 0.03
hs16 205751 205775 0.059
hs16 205776 205800 0.059
hs16 205801 205825 0.03
hs16 205851 205875 0.03
hs16 205876 205900 0.03
hs16 205901 205925 0.03
hs16 206226 206250 0.03
hs16 206251 206275 0.03
hs16 206276 206300 0.03
hs16 206476 206500 0.03
hs16 206501 206525 0.059
hs16 206526 206550 0.059
hs16 206551 206575 0.03
hs16 206576 206600 0.118
hs16 206601 206625 0.118
hs16 206626 206650 0.118
hs16 206701 206725 0.03
hs16 206726 206750 0.03
hs16 206751 206775 0.03
hs16 206851 206875 0.03
hs16 206876 206900 0.03
hs16 206901 206925 0.03
hs16 207051 207075 0.03
hs16 207076 207100 0.03
hs16 207101 207125 0.059
hs16 207126 207150 0.03
hs16 207151 207175 0.059
hs16 207176 207200 0.03
hs16 207201 207225 0.088
hs16 207226 207250 0.059
hs16 207251 207275 0.059
hs16 207801 207825 0.03
hs16 207826 207850 0.059
hs16 207851 207875 0.059
hs16 207876 207900 0.03
hs16 207926 207950 0.03
hs16 207951 207975 0.03
hs16 207976 208000 0.03
hs16 208151 208175 0.03
hs16 208176 208200 0.03
hs16 208201 208225 0.03
hs16 208276 208300 0.03
hs16 208301 208325 0.03
hs16 208326 208350 0.03
hs16 208426 208450 0.03
hs16 208451 208475 0.03
hs16 208476 208500 0.03
hs16 208501 208525 0.03
hs16 208526 208550 0.03
hs16 208551 208575 0.03
hs16 208601 208625 0.03
hs16 208626 208650 0.03
hs16 208651 208675 0.03
hs16 208976 209000 0.03
hs16 209001 209025 0.03
hs16 209026 209050 0.03
hs16 209076 209100 0.03
hs16 209101 209125 0.03
hs16 209126 209150 0.03
hs16 209201 209225 0.03
hs16 209226 209250 0.059
hs16 209251 209275 0.059
hs16 209276 209300 0.03
hs16 209326 209350 0.03
hs16 209351 209375 0.03
hs16 209376 209400 0.03
hs16 209676 209700 0.03
hs16 209701 209725 0.03
hs16 209726 209750 0.03
hs16 209751 209775 0.059
hs16 209776 209800 0.059
hs16 209801 209825 0.059
hs16 210651 210675 1.09
hs16 210676 210700 1.09
hs16 210701 210725 1.296
hs16 210726 210750 1.444
hs16 211776 211800 0.03
hs16 211801 211825 0.03
hs16 211826 211850 0.03
hs16 211876 211900 0.03
hs16 211901 211925 0.03
hs16 211926 211950 0.03
hs16 212576 212600 0.059
hs16 212601 212625 0.059
hs16 212626 212650 0.059
hs16 212676 212700 0.03
hs16 212701 212725 0.03
hs16 212726 212750 0.059
hs16 212751 212775 0.03
hs16 212776 212800 0.059
hs16 212801 212825 0.03
hs16 212826 212850 0.03
hs16 212851 212875 0.03
hs16 212876 212900 0.03
hs16 212901 212925 0.03
hs16 212976 213000 0.03
hs16 213001 213025 0.03
hs16 213026 213050 0.03
hs16 213051 213075 0.03
hs16 213076 213100 0.03
hs16 213101 213125 0.03
hs16 213151 213175 0.037
hs16 213176 213200 0.037
hs16 213201 213225 0.037
hs16 213551 213575 0.03
hs16 213576 213600 0.03
hs16 213601 213625 0.059
hs16 213626 213650 0.03
hs16 213651 213675 0.03
hs16 213701 213725 0.03
hs16 213726 213750 0.03
hs16 213751 213775 0.03
hs16 213826 213850 0.03
hs16 213851 213875 0.03
hs16 213876 213900 0.03
hs16 213901 213925 0.03
hs16 213926 213950 0.03
hs16 213951 213975 0.03
hs16 214326 214350 0.03
hs16 214351 214375 0.03
hs16 214376 214400 0.03
hs16 214426 214450 0.03
hs16 214451 214475 0.089
hs16 214476 214500 0.089
hs16 214501 214525 0.059
hs16 214601 214625 0.03
hs16 214626 214650 0.059
hs16 214651 214675 0.059
hs16 214676 214700 0.03
hs16 214701 214725 0.03
hs16 214726 214750 0.059
hs16 214751 214775 0.059
hs16 214776 214800 0.03
hs16 214901 214925 0.03
hs16 214926 214950 0.059
hs16 214951 214975 0.089
hs16 214976 215000 0.089
hs16 215001 215025 0.059
hs16 215026 215050 0.059
hs16 215051 215075 0.059
hs16 215076 215100 0.059
hs16 215101 215125 0.059
hs16 215126 215150 0.03
hs16 215151 215175 0.03
hs16 215226 215250 0.03
hs16 215251 215275 0.059
hs16 215276 215300 0.059
hs16 215301 215325 0.03
hs16 215376 215400 0.03
hs16 215401 215425 0.03
hs16 215426 215450 0.03
hs16 215526 215550 0.03
hs16 215551 215575 0.03
hs16 215576 215600 0.03
